CementComponent,BlastFurnaceSlag,FlyAshComponent,WaterComponent,SuperplasticizerComponent,CoarseAggregateComponent,FineAggregateComponent,AgeInDays,Strength
397.0,0.0,0.0,185.7369743970022,0.0,1040.6,734.3,28.0,29.45
350.0,0.0,0.0,203.0,0.0,974.0,775.0000000000001,7.0,13.52
160.0,144.0,113.0,178.0,7.0,967.0,871.0,28.0,32.04
139.6,209.4,0.0,192.0994789173734,0.0,1047.0,806.9,3.0,13.71
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3.0,17.54
135.7,148.5,0.0,193.3,0.0,938.2,845.0,7.0,23.84
540.0,0.0,0.0,173.0,0.0,1000.0,694.3067787984547,28.0,37.34
236.0,157.0,0.0,192.0,0.0,972.6,749.1,48.72214153142321,31.38
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180.0,37.81
250.0,166.8,94.6,203.2,7.8,947.0,842.6,3.0,15.34
155.6,53.8,121.9,170.6,9.6,1014.3,780.6,28.0,30.28
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14.0,22.93
250.0,0.0,0.0,185.7,0.8793313761089364,1069.2,769.3,7.0,10.22
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28.0,39.3
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28.0,33.96
250.0,0.0,95.7,191.8,5.737916094786664,948.9,863.2555226600696,30.941197423261112,41.15
167.8,75.4,164.9,167.8,7.8,1007.3,770.1,14.0,22.63
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3.0,7.32
310.0,0.0,0.0,185.7,0.0,1013.2,730.4,28.0,71.7
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7.0,24.1
424.0,19.492169603767092,132.0,178.0,8.5,822.0,750.0,28.0,60.29
320.3453679265251,0.0,0.0,186.0,0.0,946.2705594259045,763.0,90.0,71.3
250.0,0.0,95.7,191.8,5.3,948.9,857.2,3.0,9.45
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28.0,31.65
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28.0,73.7
250.2,158.8,0.0,187.4,0.0,956.9,861.2,90.0,64.3
393.0,0.0,0.0,192.0,0.0,940.0,758.0,7.0,17.96
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,180.0,43.5
500.0,0.0,0.0,200.0,0.0,1125.0,612.9999999999999,28.0,23.74
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3.0,13.2
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90.0,40.86
255.5,139.6891255830479,0.0,192.0,0.0,926.6,756.7,7.0,25.61
275.0,0.0,0.0,183.0,0.0,1047.0,808.0,7.0,24.9
133.0,185.0956643662823,0.0,192.0,0.0,879.8,716.1,28.0,32.96
153.0,100.49977651876637,0.0,192.0,0.0,972.6,849.0,56.0,39.0
284.0,120.0,0.0,168.0,7.0,970.0,794.0,28.0,74.7
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270.0,81.75
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28.0,38.33
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360.0,38.33
238.68397897756438,178.0,0.0,236.0,5.0,974.0,817.0,28.0,44.28
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28.0,20.59
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3.0,13.82
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,45.08
237.5,237.5,0.0,228.0,0.0,931.9999999999998,594.0,270.0,72.1
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28.0,44.86
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56.0,41.05
288.0,192.0,0.0,192.0,0.0,929.8,717.8,28.0,71.3
318.8,197.22241015066407,0.0,155.7,14.3,852.1,880.4,28.0,46.68
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56.0,38.7
264.5,111.0,86.5,201.9,5.8,895.2879816792401,655.6,28.0,44.21
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,180.0,40.93
152.6,144.2,112.3,178.5,8.1,1001.8,688.7,28.0,6.9
168.0,0.0,163.8,121.8,5.7,1058.7,780.1,56.0,45.3
238.1,0.0,0.0,185.7,0.0,1118.8,789.1574558559934,28.0,19.69
164.0,0.0,125.1,143.3,12.0,1086.8,800.9,3.0,15.52
212.0,0.0,100.4,159.4,8.7,1003.8,903.6,3.0,37.17
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28.0,24.28
233.8,0.0,94.6,197.9,4.6,947.0,852.2,3.0,15.42
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100.0,41.05
173.5,93.4,159.9,173.5,9.7,953.2,775.5,56.0,50.53
266.2,112.3,87.5,178.9,10.4,910.0,745.5,28.0,74.36
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14.0,16.26
190.3,0.0,0.0,185.7,0.0,1047.8,748.5,28.0,31.88
266.0,111.0,0.0,186.0,0.0,1111.0,784.0,28.0,39.27
168.9,42.1,163.3,121.8,5.7,1058.7,780.6,14.0,21.92
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90.0,56.34
122.6,183.4,0.0,203.5,4.967428320961615,884.9,611.8,28.0,16.11
222.4,0.0,96.7,189.3,4.5,967.1,870.3,3.0,15.42
212.0,0.0,124.8,159.0,9.746869056244902,1085.4,799.5,100.0,49.77
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3.0,13.2
214.9,46.30460138286755,121.4,155.6,9.9,1014.3,782.6846688688457,28.0,33.01
374.0,189.2,0.0,170.1,11.6,926.1,756.7,16.092747216373596,46.8
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3.0,35.3
500.0,0.0,0.0,200.0,0.0,1125.0,612.9999999999999,88.36879905931623,43.58
500.1,0.0,0.0,200.0,0.0,1125.0,613.2,90.0,32.66
525.0,0.0,0.0,182.4287324273129,0.0,1125.0,613.0,90.0,33.56
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28.0,33.42
255.0,0.0,0.0,192.0,0.0,935.4,741.6,32.41266981596101,33.05
295.0,8.599073746445654,150.0,168.0,7.509038914988442,1069.0,769.0,28.0,15.61
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28.0,71.3
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28.0,37.92
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90.0,25.18
168.9,42.2,123.8,140.8,12.4,1075.7,792.7,3.0,9.99
275.1,0.0,100.4,170.2,8.7,961.2,856.4,3.0,12.18
220.8,147.2,0.0,185.6830718639212,0.0,1055.0,744.3,7.0,15.82
198.6,132.4,0.0,192.0,0.0,978.4,825.5,91.0,66.82
362.6,189.0,0.0,164.9,11.6,1040.6,734.3,28.0,25.57
159.0,0.0,174.0,174.0,10.0,942.0,763.347674527661,28.0,44.21
313.0,145.0,113.0,178.0,8.0,819.0,846.0,28.0,31.42
236.0,0.0,0.0,186.0,0.0,1111.0,784.0,89.07599411959055,36.25
251.4,0.0,118.3,192.1654619350256,5.7,1043.6,754.3,3.0,11.85
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14.0,25.51
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28.0,17.2
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28.0,28.99
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7.0,15.75
313.3,145.0,0.0,178.5,0.0,1003.8,813.2,7.0,26.31
275.1,0.0,121.9,164.8,9.9,1053.6,777.5,100.0,51.02
173.3,116.0,172.4,192.9,4.1,1007.3,758.6,28.0,17.34
133.0,200.0,0.0,192.0,0.0,927.4,839.2,6.356083827848862,12.18
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28.0,63.4
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,180.0,38.6
305.3,166.8,0.0,203.5,0.0,965.4,692.6,3.0,23.51
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28.0,28.24
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28.0,25.18
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28.0,30.65
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7.0,38.61
266.9088790070637,0.0,0.0,192.0,0.0,978.0,825.0,7.0,26.92
238.1,0.0,0.0,185.7,0.0,1104.6,770.0425386846213,7.0,49.8
277.0,0.0,0.0,191.0,0.0,968.0,856.0,91.0,44.3
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3.0,9.45
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0,68.5
141.3,212.0,0.0,203.5,0.0,973.6937280673519,748.5,28.0,21.91
250.0,157.0,0.0,192.0,0.0,1047.0,806.2,90.0,50.7
252.0,0.0,0.0,185.28448607216356,0.0,1111.0,784.0,3.0,14.84
153.6,162.4,0.0,203.5,0.0,1000.0,822.2,28.0,25.45
380.0,95.0,0.0,228.0,0.0,932.0,608.9126628385372,150.68760475673565,47.13
148.1,0.0,137.9,158.1,17.9,1001.8,830.1,25.277846411233728,55.6
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3.0,14.8
242.83548683751837,0.0,96.7,189.3,4.5,967.1,870.3,14.0,32.9
255.5,128.5,27.76364818076204,214.6,8.9,822.2,750.0,28.0,23.64
275.0,0.0,0.0,183.0,0.0,1039.8998372077683,808.0,90.0,37.91
266.0,0.0,86.0,199.0,5.5,860.0,762.0,28.0,56.63
332.5,142.5,0.0,228.0,0.0,932.0,594.0,3.0,3.32
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,25.18
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28.0,31.27
200.0,0.0,200.0,190.0,0.0,1096.8899132058234,660.0,7.0,14.14
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14.0,17.57
500.0,0.0,0.0,200.0,0.0,1125.0,667.3329086900842,365.0,37.91
387.0,20.0,0.0,157.0,20.0,938.0,845.0,90.0,55.94
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7.0,16.88
236.0,0.0,0.0,197.0,0.0,968.0,885.0,180.0,47.4
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270.0,37.68
157.0,195.3802024128699,0.0,192.0,0.0,935.4,781.2,28.0,33.76
380.0,87.80609717236803,0.0,228.0,0.0,932.0,594.0,256.9492727084722,55.25
135.7,188.13368584829448,0.0,185.7,0.0,1076.2,759.3,7.0,7.4
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14.0,39.49
310.0,0.0,112.0,202.0,10.0,801.0,801.0,28.0,13.2
166.1,38.53569045230659,163.3,176.5,4.5,1058.6,780.1,43.43619830633777,69.66
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,28.0,15.36
166.1,0.0,163.3,176.5,4.5,1059.4,780.1,10.253771043053048,14.31
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90.0,49.2
424.0,22.0,0.0,168.1,8.1,822.1,822.2,3.0,17.82
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90.0,34.68
480.0,0.0,0.0,192.0,0.0,936.2,721.0,120.0,39.84
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56.0,39.42
331.0,0.0,0.0,192.0,0.0,1021.6803003535331,821.0,3.0,26.15
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14.0,33.69
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180.0,64.02
249.1,0.0,98.8,158.1,12.8,987.8000000000002,889.0,14.0,17.96
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56.0,44.7
157.0,236.0,0.0,192.0,0.0,884.9,891.9,7.0,19.01
333.0,0.0,0.0,193.0,0.0,968.0,812.0,270.0,40.87
522.0,0.0,0.0,146.0,0.0,896.0,896.0,23.397436258706108,28.8
387.0,20.0,94.0,157.0,11.6,938.0,845.0,3.0,14.99
540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28.0,25.51
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,51.04
149.5,0.0,0.0,192.0,28.2,852.1,893.7,3.0,14.84
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7.0,45.3
315.0,0.0,184.0,196.0,7.0,959.0,801.0,28.0,32.88
500.0,0.0,0.0,189.0,0.0,1125.0,613.0,180.0,45.85
480.0,0.0,0.0,192.0,0.0,936.0,721.0,7.0,39.58
157.0,116.0,0.0,197.9,6.0,868.4,695.7,28.0,31.38
238.1,0.0,94.1,186.7,5.7,949.9,847.0,28.0,41.3
212.6,0.0,100.4,214.6,7.8,1007.3,903.6,3.0,10.76
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14.0,31.35
314.0,0.0,58.626285339534014,168.1,6.444960292361837,822.2,745.7365646220603,28.0,11.98
334.8430326152698,0.0,0.0,186.0,0.0,1111.0,784.0,7.0,12.47
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90.0,59.09
322.5,170.3,0.0,185.7,0.0,977.6,789.3,28.0,32.85
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7.0,11.39
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100.0,34.67
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28.0,33.8
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28.0,52.5
281.0,0.0,0.0,192.0,0.0,1025.0,821.0,7.0,10.38
284.0,15.0,141.0,179.0,11.0,801.0,744.0,27.302315007040818,49.2
190.7,0.0,125.2,186.30973850280307,7.4,1040.6,734.3,28.0,23.51
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28.0,26.86
135.0,0.0,0.0,185.71025409053104,0.0,1069.0,769.0,28.0,24.99
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90.0,32.33
200.0,133.0,0.0,192.0,0.0,965.4,806.2,180.0,38.56
183.9,122.6,0.0,203.5,0.0,963.4,800.1,28.0,62.94
382.0,0.0,0.0,186.0,0.0,1047.0,739.1038236559864,28.0,35.86
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365.0,41.05
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14.0,44.03
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7.0,17.22
425.0,0.0,0.0,153.5,16.5,1125.0,887.1,28.0,43.5
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3.0,24.85
314.0,145.0,0.0,180.0,7.0,1000.0,828.0,28.0,59.89
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3.0,12.73
382.0,0.0,0.0,192.0,0.0,940.6,785.6,14.0,39.7
153.1,145.0,0.0,178.1,6.4,1001.9,688.7,28.0,25.61
136.0,162.0,126.0,175.16962482354185,10.0,923.0,764.0,28.0,29.73
251.8,0.0,99.9,146.1,2.2,1006.0,892.0999327176231,56.0,44.39
157.0,236.0,0.0,192.0,0.0,973.4,884.3,3.0,12.18
251.8,0.0,118.3,164.8,6.5,1028.4,793.5,28.0,66.42
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,7.0,18.91
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3.0,19.01
339.2,0.0,0.0,197.9,8.2,961.5572173441197,781.2,3.0,28.6
528.0,0.0,0.0,185.0,6.9,920.0,720.0,28.0,46.68
166.8,0.0,96.7,189.3,5.8,967.1,696.7,56.0,33.0
149.5,236.0,0.0,175.8,12.6,846.8,892.7,7.0,24.43
153.0,145.0,113.0,178.0,8.0,869.0,824.0,28.0,55.16
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7.0,16.5
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7.0,24.89
155.7,183.9,0.0,193.3,9.1,877.2,867.7,28.0,25.48
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90.0,26.26
385.0,0.0,0.0,186.0,0.0,1066.0,765.0,3.0,14.5
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7.0,16.28
349.0,0.0,0.0,192.0,0.0,1057.6,806.9,360.0,51.06
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180.0,50.46
382.5,0.0,0.0,185.25070520267545,0.0,1047.8,739.3,28.0,25.18
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14.0,37.81
250.0,0.0,125.2,182.9,5.7,1088.1,820.0,28.0,30.45
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7.0,16.5
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28.0,30.08
356.0,0.0,119.0,193.0,11.0,801.0,778.0,28.0,29.59
145.4,114.6,89.3,237.8,6.1,924.3792389024519,656.9,28.0,37.68
298.1,0.0,107.5,197.9,9.5,941.5,861.2,28.0,66.7
133.0,200.0,0.0,192.0,0.0,965.4,806.2,3.0,10.73
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3.0,23.25
178.0,129.8,118.6,179.9,7.9,1007.2,746.8,36.8637867099442,32.9
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90.0,29.0
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28.0,33.05
313.0,178.0,132.0,178.0,5.5,827.0,695.0,28.0,38.61
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7.0,15.44
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28.0,61.07
491.0,26.2,0.0,137.8,4.1,852.1,893.7,56.0,61.8
296.0,117.0,187.0,181.0,7.0,828.0,741.0,28.0,56.34
166.6,0.0,167.0,170.1,8.9,967.1,780.1,28.0,59.2
289.0,133.0,0.0,194.9,6.1,924.1,760.1,28.0,51.73
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28.0,52.43
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3.0,11.17
183.9,122.6,0.0,185.7,0.0,1057.743040183273,765.8,28.0,42.92
376.0,0.0,0.0,214.59999999999997,0.0,1003.5,762.4,3.5225231720857573,8.49
380.0,97.96007568257446,0.0,228.0,0.0,932.0,594.0,270.0,42.13
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90.0,37.27
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365.0,40.29
194.7,0.0,100.5,170.2,7.5,998.0,901.8,3.0,11.48
350.61248889496517,0.0,0.0,203.5,0.0,1070.9811641086585,630.0,28.0,24.4
165.0,128.9,124.1,178.5,8.9,1002.5,796.2,28.0,43.39
255.0,0.0,0.0,189.28390599684917,0.0,889.8,845.0,3.0,32.4
190.7,0.0,125.4,172.6714368443742,9.9,1090.0,704.3,14.0,14.54
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28.0,24.85
307.00000000000006,0.0,0.0,192.0,0.0,968.0,812.0,12.586239877879033,6.81
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56.0,39.38
302.0,0.0,0.0,203.0,0.0,990.0977906735692,817.0,28.0,27.22
139.8,209.7,0.0,209.7,0.0,1047.0,806.9,7.0,8.2
349.0,12.39975272847256,0.0,192.0,0.0,1033.3993066078312,806.0,90.0,59.2
382.0,0.0,0.0,186.8410976021249,0.0,1047.0,739.0,28.0,38.61
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28.0,31.35
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28.0,32.72
203.5,305.3,0.0,203.5,0.0,965.4,630.0,14.0,17.82
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90.0,31.18
139.6,209.4,0.0,192.0,0.0,947.0,839.2,28.0,43.7
540.0,0.0,0.0,173.0,0.0,1120.0,613.0,90.0,56.06
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,24.13
322.0,0.0,0.0,203.0,0.0,974.0,800.0,7.0,19.77
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,8.763538732220013,39.0
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56.0,71.3
446.0,24.0,79.0,162.0,11.6,967.0,712.0,91.0,79.99
266.0,112.0,86.0,195.0,3.0,949.0,795.0,28.0,41.05
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90.0,55.16
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7.0,11.98
425.0,106.3,0.0,153.5,16.5,852.1,887.1,100.0,40.27
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90.0,32.92
266.0,114.0,0.0,192.0,0.0,962.7577058565823,762.0,28.0,55.9
349.00000000000006,0.0,0.0,192.0,0.0,1056.0,809.0,360.0,41.24
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3.0,40.6
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,270.0,74.17
310.0,0.0,0.0,192.0,0.0,970.0,850.0,126.61816419564748,50.73
311.9976174490807,0.0,0.0,192.0,0.0,1012.0,830.0,3.0,14.8
266.0,114.0,0.0,228.0,0.0,932.0,670.0,28.0,18.75
475.0,47.5,0.0,228.0,2.5,932.0,594.0,28.0,53.77
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,120.0,39.58
424.0,22.0,132.0,178.0,8.5,822.0,824.0,28.0,36.56
183.8,129.9,0.0,175.1,3.6,1006.0,746.6,72.90599171186588,30.96
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,7.0,11.85
388.6,93.8,0.0,157.9,9.9,882.9,992.6,100.0,55.9
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7.0,17.2
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90.0,40.27
147.0,175.0,0.0,171.0,2.0,1000.0,828.0,26.4205134659934,31.74
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270.0,45.85
173.0,116.0,0.0,192.0,0.0,946.8,856.8,14.0,21.91
214.9,118.8,121.9,155.6,6.7,1014.3,780.1,56.0,53.3
430.89710886037295,47.5,0.0,228.0,0.0,932.0,594.0,7.0,24.4
173.0,116.0,0.0,192.0,0.0,946.8,856.8,3.0,13.18
491.0,26.0,123.0,201.0,3.9,824.0580650546165,699.0,56.0,64.9
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90.0,43.7
475.0,118.79999999999997,0.0,181.1,8.9,852.1,781.5,7.0,52.91
427.5,47.5,0.0,218.13643163293062,0.0,932.0,594.0,180.0,38.56
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28.0,23.85
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,14.0,22.49
350.0,0.0,0.0,203.0,0.0,973.9999999999998,775.0,180.0,52.61
212.0,0.0,124.8,159.0,10.3,1085.4,799.5,56.0,35.86
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91.0,72.3
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180.0,30.44
250.0,0.0,0.0,191.8,6.1,858.2,893.7,14.0,24.89
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,68.5
374.3,189.2,0.0,170.1,10.1,926.1,756.7,56.0,72.3
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90.0,42.03
339.0,0.0,0.0,197.0,0.0,982.9263265392117,781.0,7.0,9.13
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90.0,52.3
400.0,0.0,0.0,188.0,0.0,1025.0,745.0,7.0,27.77
296.0,0.0,106.0,221.0,10.0,819.0,778.0,28.0,33.0
153.0,239.0,0.0,200.0,6.0,1002.0,689.0,28.0,26.86
313.3,42.856856820302745,113.0,178.5,7.5,1001.9,688.7,28.0,32.11
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14.0,41.54
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90.0,32.1
339.0,0.0,0.0,197.0,0.0,968.0,781.0,3.0,16.5
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7.0,13.62
385.0,0.0,0.0,185.99999999999997,0.0,966.0,763.0,14.0,35.34
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28.0,31.84
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28.0,31.97
525.0,0.0,0.0,189.0,0.0,1125.0,813.0,365.0,35.3
302.0,0.0,0.0,203.0,0.0,974.0,817.0,3.0,9.73
251.4,0.0,118.3,190.07402046020252,6.1,1028.4,757.7,28.0,33.01
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90.0,50.46
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3.0,9.99
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7.0,7.51
393.0,0.0,0.0,192.0,0.0,940.0,758.0,180.0,31.02
233.8,0.0,0.0,197.9,3.4,947.0,852.2,28.0,62.94
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,58.629766079199,33.12
254.0,0.0,0.0,197.0,0.0,968.0,863.0,365.0,50.6
298.0,137.0,106.0,195.0,6.0,935.0,758.0,28.0,55.51
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,180.0,46.2
274.26982296541104,106.3,106.1,153.9,15.9,852.1,800.01890529137,28.0,23.52
157.0,260.0,0.0,194.58525241602135,3.0,847.0,783.0,28.0,41.93
262.0,55.34332366125713,130.0,178.0,10.0,1009.9839185444779,638.0,28.0,33.31
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90.0,57.21
212.6,0.0,100.4,159.4,7.8,1007.8,903.6,3.0,19.99
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91.0,36.45
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,26.91
188.46975953647535,66.53024046352463,0.0,192.0,0.0,888.0,943.1,3.0,6.94
152.0,210.0,113.0,198.0,9.0,833.0,690.0,28.0,51.96
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3.0,4.83
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90.0,74.36
307.0,0.0,0.0,193.0,0.0,968.0,812.0,7.0,24.07
251.4,0.0,118.29999999999998,181.7,10.4,1043.6,754.3,3.0,11.98
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,3.0,6.81
202.0,11.0,126.0,206.0,1.7,801.0,801.0,28.0,80.2
102.0,0.0,0.0,192.0,0.0,879.0,942.0,3.0,12.46
194.7,0.0,100.5,170.2,7.5,926.1,796.2,56.0,14.99
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180.0,28.63
382.0,0.0,0.0,185.2212649021768,0.0,1047.1325328612916,739.0,28.0,23.22
154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28.0,17.57
239.95452172199074,0.0,0.0,159.5,11.2,1052.3,783.5,56.0,66.6
295.0,0.0,0.0,185.0,0.0,1069.0,774.0,7.0,18.28
310.0,0.0,0.0,192.0,0.0,970.0,850.0,365.0,38.89
475.0,118.8,0.0,181.1,8.9,852.1,781.8,38.74353340734471,15.04
150.0,0.0,98.66658494809515,181.17493463900084,0.0,974.0,800.0,28.0,21.5
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3.0,26.92
491.0,26.0,123.0,210.0,3.1,882.0,699.0,56.0,60.29
380.0,0.0,0.0,228.0,0.0,932.0,670.0,90.0,49.2
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,136.05802349182747,36.45
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91.0,75.5
236.0,0.0,0.0,194.0,0.0,967.7754812998064,885.0,90.0,49.19
296.0,0.0,0.0,186.0,0.0,1053.9836146010239,769.0,28.0,61.86
382.0,0.0,0.0,185.0,0.0,1040.0,739.0,365.0,38.02
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28.0,32.85
304.7653619244054,145.0,0.0,178.0,7.0,1002.0,689.0,28.0,44.14
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7.0,17.24
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180.0,51.73
171.014325356348,0.0,134.0,158.0,11.0,979.0,812.0,28.0,33.96
307.0,0.0,0.0,193.0,0.0,968.0,812.0,137.69589021743025,67.7
500.0,0.0,0.0,200.0,0.7013061530591415,1125.0,613.0,28.0,33.8
500.0,0.0,0.0,200.0,5.0,1125.0,613.0,28.0,32.96
387.0,20.0,94.0,157.0,13.9,938.0,844.9999999999999,7.0,8.54
